query_idx,query_start,persistence_mse,persistence_mae,random_mse,random_mae,random_true_transition_similarity,M0_mse,M0_mae,M0_mean_context_similarity,M0_mean_true_transition_similarity,M0_beats_persistence,M0_skill_vs_persistence,M1_mse,M1_mae,M1_mean_context_similarity,M1_mean_true_transition_similarity,M1_beats_persistence,M1_skill_vs_persistence,M2_mse,M2_mae,M2_mean_context_similarity,M2_mean_true_transition_similarity,M2_beats_persistence,M2_skill_vs_persistence
20,240,0.3427926887389406,0.4615199789611637,0.121814997956823,0.27140451914380964,0.6892921267063621,0.1933612949192555,0.3423654994840244,0.0762860320040446,0.6892921267063621,1.0,0.4359235150825723,0.1686745839876175,0.32485209123134096,0.06539000330421678,0.6892921267063621,1.0,0.5079399604229178,0.11850264601118886,0.27922124383782587,0.08582216725467129,0.6892921267063621,1.0,0.6543022943484174
21,252,0.2587266600452351,0.4190442515095894,1.0219613145513202,0.9460035961722237,-0.4423729643220174,0.719416093631343,0.7581763895436685,-0.0981654212201127,-0.3342554235442138,0.0,-1.780602870634059,0.6543796864561765,0.7417003096533321,-0.051992429536798335,-0.3342554235442138,0.0,-1.5292317627482475,0.6681558621842876,0.7805173545417329,0.025181064096934415,-0.25668327401172075,0.0,-1.5824778245406521
22,264,0.37377057600080593,0.5202156462502491,0.10454865981477002,0.2591236408348265,0.5804523058992007,0.07816210589677765,0.20229979268950302,-0.13291887803676283,0.7469977332943583,1.0,0.7908821322077286,0.0702768325215583,0.1945444347456234,-0.009067048694147517,0.7469977332943583,1.0,0.811978692187352,0.03373907277905589,0.13640317175082442,0.09290935993302804,0.7469977332943583,1.0,0.9097332028110657
23,276,0.11894515181695577,0.2734350110248674,0.1206890062304601,0.2838945910235904,0.2138093684792986,0.07025830767562916,0.20806555678097574,-0.15871501631372245,0.4550188204361126,1.0,0.40932180418963693,0.26251995704281456,0.36503530424779634,-0.06785507274373297,0.4550188204361126,0.0,-1.2070673165965227,0.09423720584129629,0.23581985086234492,0.04309645296375377,0.4550188204361126,1.0,0.20772554070705163
24,288,0.4553893293868447,0.6089410456663932,0.18621525472770153,0.3675469898722981,0.5218484309422757,0.04579836264136774,0.166442643352133,0.02522128672548184,0.6765718897482819,1.0,0.8994303122933676,0.12962045675896625,0.2666396021992015,-0.04967041782054647,0.6765718897482819,1.0,0.7153634299391849,0.061916760258048965,0.21445237521066154,0.11104801286262427,0.6765718897482819,1.0,0.8640355487876357
25,300,0.06250215213361958,0.21001800281148938,0.15737245454670076,0.34003473289203673,-0.08660555346427652,0.08480476256395682,0.22680819014932999,0.08007201141671862,0.3995149000048096,0.0,-0.3568294797698779,0.20578126466147154,0.3520599439568053,-0.020578226162604102,0.3995149000048096,0.0,-2.292386864080203,0.08833839331124534,0.2414426676384104,0.12320056524999339,0.3995149000048096,0.0,-0.41336562495307394
26,312,0.152019528577806,0.2827340928736005,0.2147598318148826,0.3783777935947781,0.13011139806363906,0.03630915040310047,0.14912321898811795,0.4957682869625993,0.6469290318661459,1.0,0.7611546967499188,0.04288216192053059,0.16086415368999288,0.26102402162803107,0.6469290318661459,1.0,0.7179167550267542,0.03867970971918457,0.15428369550332702,0.31891618396190996,0.6469290318661459,1.0,0.7455609152255219
27,324,0.09795335921253663,0.2603982954143262,0.5025396744547919,0.5975368933945806,-0.2526304641776367,0.06747578905492913,0.2196341234135771,0.5603289319877347,0.4135667591973299,1.0,0.31114369535278597,0.09656551626139136,0.25587152277313646,0.3017548510738532,0.37405288284439375,1.0,0.01416840588523327,0.06915624181704387,0.22067983162693683,0.3395539714211374,0.4135667591973299,1.0,0.2939880533653729
28,336,0.245904824031321,0.36588875556554196,0.07959447390804693,0.21775338524480736,0.5231568517125353,0.04896223021293352,0.16327253062496525,0.6599911676240163,0.6309757650510311,1.0,0.8008895091594577,0.037897592846630225,0.1394858504255115,0.4690333252763447,0.6358872765928405,1.0,0.8458851183748912,0.03829160309866007,0.13966390369743273,0.4757654242279063,0.6358872765928405,1.0,0.8442828307679606
29,348,0.17446396869297753,0.3044568196921619,0.13006909583167664,0.30876763570109533,0.20460185410615644,0.03462879832282856,0.15739589931459966,0.704298632185575,0.6977800838056926,1.0,0.8015131801583141,0.04264933221616616,0.1551777684657484,0.5095504512898078,0.48524821410522617,1.0,0.7555407426778153,0.019351486404476988,0.10300873126106108,0.4879843529394149,0.5419423759449815,1.0,0.8890803267319235
30,360,0.38545747440078265,0.4907816080148488,0.3459421019985888,0.477091904445035,0.15213352552766116,0.0530638405054998,0.15359469663464054,0.763988944589918,0.6661676551419036,1.0,0.8623354221163027,0.053647663048984266,0.15555473512043838,0.5746409720432555,0.6661676551419036,1.0,0.8608207996682828,0.05243103910255392,0.15379689228485685,0.5356116850546635,0.6661676551419036,1.0,0.8639771113945547
