query_idx,query_start,persistence_mse,persistence_mae,random_mse,random_mae,random_true_transition_similarity,M0_mse,M0_mae,M0_mean_context_similarity,M0_mean_true_transition_similarity,M0_beats_persistence,M0_skill_vs_persistence,M1_mse,M1_mae,M1_mean_context_similarity,M1_mean_true_transition_similarity,M1_beats_persistence,M1_skill_vs_persistence,M2_mse,M2_mae,M2_mean_context_similarity,M2_mean_true_transition_similarity,M2_beats_persistence,M2_skill_vs_persistence
20,240,0.08591680643312316,0.26008092066973626,0.3593450754428413,0.5429252935639975,-0.7831060272545549,0.3747300424279148,0.555039993442886,0.5243456173025065,-0.7831060272545549,0.0,-3.361545289973053,0.4270697391120626,0.5928653761673311,0.30936759097488886,-0.7831060272545551,0.0,-3.970735724965402,0.3603787895510579,0.54464571034389,0.22350148217398713,-0.7831060272545551,0.0,-3.194508670798575
21,252,0.23808106670897947,0.4571199341326127,1.3350260195419184,1.086635534665201,-0.7852011950380596,1.7529608424179317,1.2058286731760852,0.2522209590656252,-0.7576642216177989,0.0,-6.362873775093923,2.269668450411563,1.3618514631070937,0.12188933932030002,-0.7576642216177989,0.0,-8.53317490460471,1.582468167211239,1.1486353479046194,0.12572881456760382,-0.7576642216177989,0.0,-5.646761916375246
22,264,0.032554428240305404,0.15001273463499387,0.5854183615683454,0.6707314913105744,-0.4453005317504496,0.8602361803063877,0.6419651827626315,0.07356483106015779,-0.35619302986290613,0.0,-25.424551952085444,0.8681957172484766,0.6464272247297332,0.029676303057236647,-0.35619302986290613,0.0,-25.669051314302294,0.7837074700691966,0.619213965001402,0.07790502424129409,-0.35619302986290613,0.0,-23.07375931422116
23,276,0.017727939936967283,0.1108835641608716,0.3988532653605132,0.5487027138042392,0.10731335014684322,0.23077530698319268,0.37293832631140583,-0.12001060683167808,0.17545313375689026,0.0,-12.017604290387244,0.24270092399521548,0.37715934788230077,-0.04549348153410089,0.17796718260748495,0.0,-12.690306085092383,0.2244111040090261,0.370732970356033,0.004216671905843361,0.17545313375689026,0.0,-11.658611480348691
24,288,0.02057119921204457,0.12056333876293157,0.28677279715809495,0.4411483485783238,0.544728356399076,0.31996782225618986,0.45166238555208055,-0.11703534812935312,0.45590577022897083,0.0,-14.554164779506225,0.28321998565323997,0.41669678753200684,-0.021252835900295957,0.5127158954379574,0.0,-12.767791694293292,0.32917463124479346,0.4606118642702042,0.0065361526669175055,0.45590577022897083,0.0,-15.001722984241948
25,300,0.07536280889074899,0.24805178665181152,0.06875317141981131,0.23212290178973186,0.7164406068385938,0.12039726562447217,0.2988208666168614,-0.1361695814297867,0.6116613877857637,0.0,-0.5975687132230987,0.1187809944937206,0.2946755900625775,-0.03308016147946348,0.6364701123160822,0.0,-0.5761221780615098,0.119334072553133,0.2961675153199008,-0.004108848209344403,0.7026427991003981,0.0,-0.5834610507435798
26,312,0.05685925873439957,0.22198027411301366,0.10270815098945485,0.21639500065926287,0.6662151722895181,0.16752647702443593,0.32232681764353854,-0.16481993877621826,0.7407899863858677,0.0,-1.9463359310923138,0.11783310972196637,0.31125192151111286,0.03389683858624515,0.8078778899572125,0.0,-1.072364507465482,0.1176306489552588,0.3034128758428718,0.020849260119367014,0.8078778899572125,0.0,-1.0688037722182413
27,324,0.02019094571693404,0.1290765382685142,0.22888370261197102,0.44820520718887885,0.7271277367828659,0.1637594796050119,0.37610688087139604,0.36300140238084405,0.6898129836653517,0.0,-7.110540333317209,0.30384711708675455,0.5087055482390872,0.3051652644214646,0.6975565560292023,0.0,-14.048681787694548,0.20558705607495428,0.42381515023381233,0.19975764140126334,0.6898129836653517,0.0,-9.182140993154643
28,336,0.020295867111718702,0.12825723307726664,0.3339281038394715,0.5480660513753698,-0.5832374033057681,0.37805503660214007,0.5741742794049182,0.7807105243545365,-0.6282807254185881,0.0,-17.627193138442138,0.6579540351554164,0.7665092067717808,0.45004314524609246,-0.6537617504450968,0.0,-31.418128850258285,0.620371957886345,0.7446506188971207,0.29771700202280527,-0.6537617504450968,0.0,-29.566418003798727
29,348,0.0434200929990444,0.1923230285833728,0.0490381233819816,0.1786247208054751,0.6875024716403145,0.024979919575930237,0.13434747991001084,0.6215596082939067,0.7679797265034237,1.0,0.4246921678293043,0.09624982485567253,0.2744550930518089,0.2692977700963082,0.8076557847107473,0.0,-1.2167116237588624,0.0851512511890677,0.25486353960847336,0.18490201864925887,0.8076557847107472,0.0,-0.9611024598897502
